id,SalePrice
1461,120129.31638285158
1462,153008.78540649876
1463,181999.66786591779
1464,195952.28499780234
1465,197477.81258720296
1466,171222.84373663162
1467,178212.01779580885
1468,161123.61215957545
1469,193898.47881496875
1470,119925.60478980588
1471,189952.67847808255
1472,97385.92416901965
1473,96173.51867350194
1474,146413.76269308914
1475,113408.51351352438
1476,363558.84975254466
1477,250762.12819425605
1478,294599.18152895477
1479,299293.44565708213
1480,474977.5880362876
1481,325368.5976020468
1482,210850.56526419715
1483,177057.72071004263
1484,162710.84512153693
1485,191473.76554705796
1486,193107.96177746565
1487,339866.02954610134
1488,238341.33532048418
1489,193749.6082050262
1490,231349.06594699822
1491,195044.07028414906
1492,92756.67611514167
1493,189749.58843921273
1494,299951.3792833907
1495,293285.5911212206
1496,235702.1576615435
1497,179388.3250826092
1498,167787.2782946069
1499,162374.42494970988
1500,152697.7749543966
1501,174507.69277533883
1502,145503.6506212218
1503,290290.22303373436
1504,242519.0337992157
1505,225593.9751779169
1506,188193.22519878796
1507,245834.5514780434
1508,202873.92776776533
1509,163898.0977788802
1510,143480.39546743748
1511,148092.6730057099
1512,175334.35530234524
1513,152363.35065623088
1514,155109.81990672945
1515,197374.40600365406
1516,157898.1108176086
1517,168347.74792537428
1518,132466.49684443168
1519,209170.43080419497
1520,127540.30850578858
1521,130083.47515553552
1522,178496.13977394527
1523,110130.51159133464
1524,125686.44701638765
1525,120266.19747097132
1526,113488.37444080878
1527,107566.17450085792
1528,137378.38934699463
1529,149722.5649900274
1530,184338.36270192487
1531,105988.75185360076
1532,98505.57943429326
1533,142816.3826774875
1534,127215.27170736785
1535,147673.90202250797
1536,106379.11563719099
1537,64977.58596862486
1538,147236.97205496248
1539,191933.55837510506
1540,94263.45850341629
1541,138707.10514196922
1542,139649.2498648731
1543,189700.53751999213
1544,85068.0084813381
1545,115257.94054333334
1546,135137.91282301547
1547,127884.20576731034
1548,138708.24355731037
1549,119838.49286651284
1550,135618.0232182609
1551,108884.99981547259
1552,136390.98109602067
1553,148289.80774366978
1554,116891.82272110358
1555,160376.90131114144
1556,85485.17170699117
1557,105780.72011395861
1558,97580.45125685359
1559,63552.7680269233
1560,134335.23100407352
1561,129372.72588983367
1562,130057.34828423712
1563,117918.55506134802
1564,155071.55198099813
1565,150955.3407950724
1566,237772.53074719795
1567,76404.0750295784
1568,230818.44131562498
1569,127780.26853477283
1570,139167.54640386638
1571,123248.06659908082
1572,142090.06900251648
1573,236848.71671764058
1574,118411.16056848996
1575,228294.7333937118
1576,241692.83937702145
1577,182201.7635543572
1578,148720.333350499
1579,144283.67460411962
1580,196843.92801768045
1581,153037.5173431955
1582,125687.59815299728
1583,295888.95713129675
1584,216154.14586810902
1585,136126.5245419615
1586,67143.73313938842
1587,104989.71874882642
1588,151179.16829745128
1589,96656.21648976787
1590,133891.40280903323
1591,92120.86640430172
1592,114189.88906279957
1593,127669.24235410168
1594,123646.9654616617
1595,107500.49085079701
1596,222575.4363111559
1597,193546.93965914947
1598,227982.70331666223
1599,172656.03043455392
1600,162810.3634734947
1601,68670.57817887765
1602,117135.40853671772
1603,71358.15862846214
1604,260213.98917750342
1605,243774.2319576851
1606,168701.8701135875
1607,173316.51157346866
1608,214614.0413639863
1609,185339.24789518543
1610,150446.6988018452
1611,138184.72480648317
1612,170111.59149848693
1613,161412.0306866152
1614,128011.2169227942
1615,93618.25419454841
1616,77864.51966472284
1617,95346.84781026703
1618,124769.0814331626
1619,140093.27093942062
1620,152267.55072114136
1621,138619.24058028372
1622,141655.7119443922
1623,261268.10001323366
1624,209360.63951990465
1625,120859.60722550016
1626,170452.59591000917
1627,190582.20893444953
1628,280021.09485138254
1629,184313.18863868652
1630,345037.4836673669
1631,230402.01030487687
1632,244459.26090129744
1633,174440.99603746395
1634,185156.26676201116
1635,176706.7483973534
1636,152578.34298140137
1637,199100.659158286
1638,181426.71434846768
1639,190515.9001653976
1640,250882.92605631528
1641,183790.88245750172
1642,237825.81060509427
1643,216168.7404317164
1644,232651.6892808583
1645,196243.4430148257
1646,158437.26408653505
1647,162485.12081302557
1648,130092.84903816278
1649,138945.26242839964
1650,114357.95753029795
1651,120810.88854121086
1652,97580.9677603601
1653,99581.91815297677
1654,145872.1130276923
1655,138767.47796651183
1656,140735.73760323366
1657,147519.48764329654
1658,142980.1717541621
1659,119989.18953571939
1660,155445.67532750237
1661,419298.3780886651
1662,409959.9144741657
1663,380156.8225941736
1664,405317.0267252365
1665,304524.61387810117
1666,332727.8941430022
1667,378054.0636870622
1668,345331.7998007408
1669,314023.7219150114
1670,355979.7686123743
1671,257720.50613236355
1672,422106.3356116998
1673,290130.6274637994
1674,241744.7427118794
1675,191549.8467384336
1676,190618.29457446196
1677,217118.71217511458
1678,438373.25671008026
1679,384877.25932877
1680,328430.46831946704
1681,251804.62614685172
1682,320551.6090298301
1683,180758.20397822687
1684,177031.50592298602
1685,175707.87662411114
1686,167858.36116335442
1687,174089.09740325174
1688,189156.20809774002
1689,196666.0457318034
1690,199987.60520210606
1691,186979.36199113543
1692,270939.6995971971
1693,170797.6070390258
1694,184650.31517458957
1695,169535.54770651436
1696,273139.2216325045
1697,174714.30275650573
1698,356328.72433607414
1699,310821.1504765928
1700,250690.6108084177
1701,275275.67958586826
1702,239339.33293508244
1703,242622.78779001473
1704,274618.46154286165
1705,240254.6633982153
1706,351918.58074919216
1707,213224.02152519688
1708,200166.5995465954
1709,272020.63809084444
1710,217809.30685683814
1711,271321.5765796845
1712,257725.5612832389
1713,275776.8371581795
1714,221973.37273980858
1715,208302.1619764975
1716,184707.92577077175
1717,178302.81991770933
1718,136842.9653576145
1719,208628.43516659623
1720,245426.44968563525
1721,166354.54316873205
1722,127172.56833180528
1723,155390.5140189213
1724,204903.5444044428
1725,236352.28254240216
1726,184387.77245498297
1727,150056.67678077615
1728,177684.5953840232
1729,167523.24023902926
1730,159384.8249172873
1731,121720.45748995706
1732,125576.70481500441
1733,114362.11069859349
1734,120517.87605578027
1735,126408.56764194214
1736,109538.31064061889
1737,300625.9204826801
1738,245427.96840283184
1739,244841.06712087546
1740,205655.0916807821
1741,186161.1465670501
1742,172304.6841893745
1743,179672.39926582115
1744,309047.71604959504
1745,218225.31438659312
1746,187923.062781969
1747,216429.6539849952
1748,216340.4623839525
1749,143793.1979201996
1750,125301.15376914309
1751,250193.2138897964
1752,116708.2387039006
1753,150776.62439944246
1754,197324.75758786293
1755,163244.16043084324
1756,125232.66187288842
1757,120874.88124315959
1758,146173.97528410924
1759,162914.81203525094
1760,165864.95298613625
1761,145371.65297137402
1762,178226.26623223803
1763,186586.11259310058
1764,114040.70035471802
1765,162901.81242841415
1766,189156.9761116738
1767,221057.24970175704
1768,141194.68303193018
1769,176359.48874077672
1770,152452.1353226006
1771,126120.35287707653
1772,129969.54891021109
1773,128605.43269347986
1774,140659.81178722443
1775,141933.40904825105
1776,129414.16546693027
1777,108882.85940210526
1778,138695.80415989956
1779,117226.3027604849
1780,181779.59824793355
1781,127000.82227805864
1782,87811.84788070558
1783,141429.5004814475
1784,106688.60200391042
1785,124913.91233492024
1786,143039.206755256
1787,166335.06235727633
1788,59761.77589083454
1789,100343.99352158864
1790,77853.72589301469
1791,179312.7691418204
1792,157557.8324752591
1793,129183.1092952515
1794,154077.2530573655
1795,133174.70342407894
1796,132423.874304124
1797,114687.08890915605
1798,121971.41685215123
1799,110452.77829457315
1800,133045.82080612742
1801,125280.16568998339
1802,145466.32038541866
1803,149797.1167786311
1804,136516.80401396277
1805,137478.21366620963
1806,123426.72313716784
1807,138741.035749872
1808,127472.42288257518
1809,122748.9311293068
1810,140455.0106179376
1811,94718.00782550311
1812,97154.81147305803
1813,122499.15227032079
1814,95240.16576900145
1815,53868.599043833674
1816,97675.23535010073
1817,104381.68655252717
1818,140412.1607589688
1819,126472.41959421712
1820,50723.17972031214
1821,118130.73015177331
1822,151309.1694435923
1823,43011.87633476221
1824,129940.52615292506
1825,138362.73865588754
1826,103623.09789132992
1827,102392.71189761948
1828,136571.75383608002
1829,126078.70868938205
1830,136469.08698871554
1831,148754.90701489412
1832,74802.11691832588
1833,142185.36911198293
1834,117805.93148961723
1835,120672.95690477567
1836,124286.23885388688
1837,86656.23335882871
1838,121411.26777274751
1839,96384.3940954073
1840,143454.84326238657
1841,133963.5490951538
1842,88487.73732532347
1843,128038.80756870304
1844,144936.2738750346
1845,143189.667219106
1846,156253.40337438587
1847,165843.7223277837
1848,53223.9627586093
1849,113446.55696984916
1850,116939.78290887854
1851,151783.34842943156
1852,126135.2236144926
1853,121035.41241178387
1854,165757.53726801884
1855,148718.63545471453
1856,224095.13456430865
1857,135751.25487734334
1858,136444.4053156419
1859,122454.48786338151
1860,145342.80348235046
1861,121929.57641153086
1862,326869.0081713949
1863,307301.9865894017
1864,307371.16585507325
1865,343073.75789918425
1866,330872.5024793351
1867,231591.35931949585
1868,287203.9316897882
1869,201557.59661794355
1870,227403.39984263264
1871,259654.87305039956
1872,174467.04913612414
1873,234655.95654423867
1874,153629.38123424465
1875,198821.5189137599
1876,197421.95811124437
1877,209802.71203209154
1878,207665.82220153126
1879,128499.04273674477
1880,133594.05865654146
1881,243445.44239504216
1882,244449.69846779705
1883,186531.57879965557
1884,202823.5655783803
1885,244213.4190073918
1886,292145.1313271487
1887,212423.3518440835
1888,271828.08811972395
1889,164888.74359588552
1890,113625.08368901159
1891,136008.98882011813
1892,97864.80739924958
1893,124555.23436346192
1894,123045.9056383512
1895,133751.50661544324
1896,127824.0789553666
1897,115878.29339456967
1898,109615.66862605605
1899,163261.08092517103
1900,157195.0088500068
1901,169714.53154914104
1902,152782.3710170556
1903,219290.7125140506
1904,147211.954692451
1905,199977.77093802573
1906,156683.32217482443
1907,206278.20417554304
1908,110777.70263008199
1909,132735.32241436836
1910,119828.41347253959
1911,222345.45340934233
1912,333727.24790972436
1913,142599.67869713088
1914,53730.06763184809
1915,295934.7002799623
1916,65288.57078663481
1917,252349.37571590758
1918,140879.77516407473
1919,176481.75699293733
1920,154334.4268135583
